ID,post_title,post_name,post_status,post_type,permalink,modified_gmt,is_preview_clone,preview_source_post_id,recipe_id,has_full_markdown,has_sections,has_verified_process,has_image_url,full_markdown_len,sections_len,verified_process_len,image_url_len
2066,"Kärntner Wurzelspeck (Koruška korijenska slanina)",karntner-wurzelspeck-koruska-korijenska-slanina,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2066,"2026-05-09 15:47:02",no,,AT-KARNTNER_WURZELSPECK-0262,no,no,no,no,0,0,0,0
2067,"Waldviertler Hirschsalami (Salama od jelena iz Waldviertela)",waldviertler-hirschsalami-salama-od-jelena-iz-waldviertela,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2067,"2026-05-09 15:47:02",no,,AT-WALDVIERTLER_HIRSCHSALAMI-0264,no,no,no,no,0,0,0,0
2068,"SAUCISSON D'ARDENNE (ARDENSKI KULEN)",saucisson-dardenne-ardenski-kulen,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2068,"2026-05-09 15:47:02",no,,BE-SAUCISSON_D_ARDENNE-0270,no,no,no,no,0,0,0,0
2069,"LARD FUMÉ DE FLANDRE (FLAMANSKO DIMLJENO SALO)",lard-fume-de-flandre-flamansko-dimljeno-salo,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2069,"2026-05-09 15:47:01",no,,BE-LARD_FUME_DE_FLANDRE-0272,no,no,no,no,0,0,0,0
2070,"BOUDIN BLANC DE BRUXELLES (BIJELA KRVAVICA IZ BRUXELLESA)",boudin-blanc-de-bruxelles-bijela-krvavica-iz-bruxellesa,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2070,"2026-05-09 15:47:01",no,,BE-BOUDIN_BLANC_DE_BRUXELLES-0275,no,no,no,no,0,0,0,0
2071,"Butifarra Blanca - Tradicionalna Bijela Katalonska Kobasica",butifarra-blanca-tradicionalna-bijela-katalonska-kobasica,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2071,"2026-05-09 15:47:01",no,,EU-BUTIFARRA_BLANCA_TRADICIONALNA_BIJELA_KATA-0292,no,no,no,no,0,0,0,0
2072,"Njeguški pršut",njeguski-prsut,publish,dry_recipe,https://drycured.com/recepti-baza/njeguski-prsut/,"2026-06-04 07:53:26",no,,MD-NJEGUSKI_PRSUT,yes,no,no,no,3257,0,0,0
2073,"Kistanje Začinjena Panceta (Specifični sušeni vrat)",kistanje-zacinjena-panceta-specificni-suseni-vrat,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2073,"2026-06-04 07:34:56",no,,MD-KISTANJE_ZACINJENA_PANCETA_SPECIFICNI_SUSENI_VRAT,yes,no,no,no,3542,0,0,0
2074,"Petrovo Polje Začinska Slanina (Specifični začinjeni komad)",petrovo-polje-zacinska-slanina-specificni-zacinjeni-komad,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2074,"2026-06-04 07:34:56",no,,MD-PETROVO_POLJE_ZACINSKA_SLANINA_SPECIFICNI_ZACINJENI_KOMAD,yes,no,no,no,3548,0,0,0
2075,"Vrgorački kulen iz zaboravljenih recepata",vrgoracki-kulen-iz-zaboravljenih-recepata,publish,dry_recipe,https://drycured.com/recepti-baza/vrgoracki-kulen-iz-zaboravljenih-recepata/,"2026-06-04 07:53:26",no,,MD-VRGORACKI_KULEN_IZ_ZABORAVLJENIH_RECEPATA,yes,no,no,no,3995,0,0,0
2076,"Senjska Morska Panceta ""Bura Intenzitet""",senjska-morska-panceta-bura-intenzitet,publish,dry_recipe,https://drycured.com/recepti-baza/senjska-morska-panceta-bura-intenzitet/,"2026-06-04 07:53:26",no,,MD-SENJSKA_MORSKA_PANCETA_BURA_INTENZITET,yes,no,no,no,3370,0,0,0
2077,"SAUCISSON SEC D'AUVERGNE",saucisson-sec-dauvergne,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2077,"2026-05-09 15:47:00",no,,FR-SAUCISSON_SEC_D_AUVERGNE-0338,no,no,no,no,0,0,0,0
2078,"ANDOUILLE DE VIRE",andouille-de-vire,publish,dry_recipe,https://drycured.com/recepti-baza/andouille-de-vire/,"2026-06-04 07:53:27",no,,MD-ANDOUILLE_DE_VIRE,yes,no,no,no,4161,0,0,0
2079,"COPPA CORSE",coppa-corse,publish,dry_recipe,https://drycured.com/recepti-baza/coppa-corse/,"2026-06-04 07:53:27",no,,MD-COPPA_CORSE,yes,no,no,no,3900,0,0,0
2080,"SAUCISSE DE MORTEAU",saucisse-de-morteau,publish,dry_recipe,https://drycured.com/recepti-baza/saucisse-de-morteau/,"2026-06-04 07:53:27",no,,MD-SAUCISSE_DE_MORTEAU,yes,no,no,no,4163,0,0,0
2081,"PÂTÉ DE CAMPAGNE BRETON",pate-de-campagne-breton,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2081,"2026-06-04 07:34:56",no,,MD-PATE_DE_CAMPAGNE_BRETON,yes,no,no,no,4050,0,0,0
2082,"Loukaniko (Λουκάνικο)",loukaniko-%ce%bb%ce%bf%cf%85%ce%ba%ce%ac%ce%bd%ce%b9%ce%ba%ce%bf,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2082,"2026-05-09 15:46:59",no,,GR-LOUKANIKO-0346,no,no,no,no,0,0,0,0
2083,"Gračac Začinjena Panceta (Specifični sušeni vrat)",gracac-zacinjena-panceta-specificni-suseni-vrat,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2083,"2026-06-04 07:34:56",no,,MD-GRACAC_ZACINJENA_PANCETA_SPECIFICNI_SUSENI_VRAT,yes,no,no,no,3508,0,0,0
2084,"Plitvice Začinska Slanina (Specifični začinjeni komad)",plitvice-zacinska-slanina-specificni-zacinjeni-komad,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2084,"2026-06-04 07:34:56",no,,MD-PLITVICE_ZACINSKA_SLANINA_SPECIFICNI_ZACINJENI_KOMAD,yes,no,no,no,3511,0,0,0
2085,"Maltežanska panceta (Pancetta Maltija)",maltezanska-panceta-pancetta-maltija,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2085,"2026-05-09 15:46:59",no,,MT-MALTEZANSKA_PANCETA-0374,no,no,no,no,0,0,0,0
2086,"Prekomurska Slaninska Rolada ""Trnčova""",prekomurska-slaninska-rolada-trncova,publish,dry_recipe,https://drycured.com/recepti-baza/prekomurska-slaninska-rolada-trncova/,"2026-06-04 07:53:28",no,,MD-PREKOMURSKA_SLANINSKA_ROLADA_TRNCOVA,yes,no,no,no,3340,0,0,0
2087,"Podravska Krvavica",podravska-krvavica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2087,"2026-06-04 07:34:55",no,,MD-PODRAVSKA_KRVAVICA,yes,no,no,no,3444,0,0,0
2088,"Koprivnička Kulen",koprivnicka-kulen,publish,dry_recipe,https://drycured.com/recepti-baza/koprivnicka-kulen/,"2026-06-04 07:53:29",no,,MD-KOPRIVNICKA_KULEN,yes,no,no,no,3955,0,0,0
2089,"KABANOSY (TANKE SUHE KOBASICE)",kabanosy-tanke-suhe-kobasice,publish,dry_recipe,https://drycured.com/recepti-baza/kabanosy-tanke-suhe-kobasice/,"2026-06-04 07:53:29",no,,MD-KABANOSY_TANKE_SUHE_KOBASICE,yes,no,no,no,4151,0,0,0
2090,"KASZANKA (POLJSKA KRVAVICA)",kaszanka-poljska-krvavica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2090,"2026-06-04 07:34:55",no,,MD-KASZANKA_POLJSKA_KRVAVICA,yes,no,no,no,3791,0,0,0
2091,"Morcela de Assar (Krvavica za Pečenje)",morcela-de-assar-krvavica-za-pecenje,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2091,"2026-06-04 07:34:55",no,,MD-MORCELA_DE_ASSAR_KRVAVICA_ZA_PECENJE,yes,no,no,no,3635,0,0,0
2092,"Crikvenička Panceta",crikvenicka-panceta,publish,dry_recipe,https://drycured.com/recepti-baza/crikvenicka-panceta/,"2026-06-04 07:53:29",no,,MD-CRIKVENICKA_PANCETA,yes,no,no,no,3249,0,0,0
2093,"Stara Koprivnička Salama ""Šokačka Priča""",stara-koprivnicka-salama-sokacka-prica,publish,dry_recipe,https://drycured.com/recepti-baza/stara-koprivnicka-salama-sokacka-prica/,"2026-06-04 07:53:29",no,,MD-STARA_KOPRIVNICKA_SALAMA_SOKACKA_PRICA,yes,no,no,no,4115,0,0,0
2094,"Pitomački ""Divlji Kulen""",pitomacki-divlji-kulen,publish,dry_recipe,https://drycured.com/recepti-baza/pitomacki-divlji-kulen/,"2026-06-04 07:53:29",no,,MD-PITOMACKI_DIVLJI_KULEN,yes,no,no,no,3995,0,0,0
2095,"Posebne tehnike i napomene",posebne-tehnike-i-napomene,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2095,"2026-05-09 15:46:54",no,,RO-POSEBNE_TEHNIKE_I_NAPOMENE-0448,no,no,no,no,0,0,0,0
2096,"SLĂNINĂ AFUMATĂ (Dimljena slanina)",slanina-afumata-dimljena-slanina,publish,dry_recipe,https://drycured.com/recepti-baza/slanina-afumata-dimljena-slanina/,"2026-06-04 07:53:30",no,,MD-SL_NIN_AFUMAT_DIMLJENA_SLANINA,yes,no,no,no,3643,0,0,0
2097,"CHIȘCĂ (Puhana želuca s krvlju)",chisca-puhana-zeluca-s-krvlju,publish,dry_recipe,https://drycured.com/recepti-baza/chisca-puhana-zeluca-s-krvlju/,"2026-06-04 07:53:30",no,,MD-CHI_C_PUHANA_ZELUCA_S_KRVLJU,yes,no,no,no,3895,0,0,0
2098,"Novih Ruskih Recepata za Suhomesnate Proizvode",novih-ruskih-recepata-za-suhomesnate-proizvode,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2098,"2026-05-09 15:46:53",no,,EU-NOVIH_RUSKIH_RECEPATA_ZA_SUHOMESNATE_PROIZ-0456,no,no,no,no,0,0,0,0
2099,"Salo (Сало - Slana svinjeća slanina)",salo-%d1%81%d0%b0%d0%bb%d0%be-slana-svinjeca-slanina,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2099,"2026-05-09 15:46:53",no,,EU-SALO-0457,no,no,no,no,0,0,0,0
2100,"Miholjačka Začinska Salama",miholjacka-zacinska-salama,publish,dry_recipe,https://drycured.com/recepti-baza/miholjacka-zacinska-salama/,"2026-06-04 07:53:30",no,,MD-MIHOLJACKA_ZACINSKA_SALAMA,yes,no,no,no,3963,0,0,0
2101,"Vinkovački Slavonski Kulen - Stara obiteljska receptura",vinkovacki-slavonski-kulen-stara-obiteljska-receptura,publish,dry_recipe,https://drycured.com/recepti-baza/vinkovacki-slavonski-kulen-stara-obiteljska-receptura/,"2026-06-04 07:53:30",no,,MD-VINKOVACKI_SLAVONSKI_KULEN_STARA_OBITELJSKA_RECEPTURA,yes,no,no,no,4105,0,0,0
2102,"Slovačka slanina (Slovenská slanina)",slovacka-slanina-slovenska-slanina,publish,dry_recipe,https://drycured.com/recepti-baza/slovacka-slanina-slovenska-slanina/,"2026-06-04 07:53:30",no,,MD-SLOVACKA_SLANINA_SLOVENSKA_SLANINA,yes,no,no,no,3485,0,0,0
2103,"Kranjska klobasa (Kranjska kobasica)",kranjska-klobasa-kranjska-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/kranjska-klobasa-kranjska-kobasica/,"2026-06-04 07:53:31",no,,MD-KRANJSKA_KLOBASA_KRANJSKA_KOBASICA,yes,no,no,no,4072,0,0,0
2104,"Kraški pršut",kraski-prsut,publish,dry_recipe,https://drycured.com/recepti-baza/kraski-prsut/,"2026-06-04 07:53:31",no,,MD-KRASKI_PRSUT,yes,no,no,no,3270,0,0,0
2105,"Belokranjska jagenjčara",belokranjska-jagenjcara,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2105,"2026-05-09 15:46:52",no,,SI-BELOKRANJSKA_JAGENJCARA-0500,no,no,no,no,0,0,0,0
2106,"Gorenjska zaseka",gorenjska-zaseka,publish,dry_recipe,https://drycured.com/recepti-baza/gorenjska-zaseka/,"2026-06-04 07:53:30",no,,MD-GORENJSKA_ZASEKA,yes,no,no,no,3534,0,0,0
2107,"Vipavska panceta",vipavska-panceta,publish,dry_recipe,https://drycured.com/recepti-baza/vipavska-panceta/,"2026-06-04 07:53:30",no,,MD-VIPAVSKA_PANCETA,yes,no,no,no,3704,0,0,0
2108,"Tolminska salama",tolminska-salama,publish,dry_recipe,https://drycured.com/recepti-baza/tolminska-salama/,"2026-06-04 07:53:31",no,,MD-TOLMINSKA_SALAMA,yes,no,no,no,4277,0,0,0
2109,"Recepata za Suhomesnate Proizvode iz Crne Gore - Dokument #1",recepata-za-suhomesnate-proizvode-iz-crne-gore-dokument-1,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2109,"2026-05-09 15:46:50",no,,ME-RECEPATA_ZA_SUHOMESNATE_PROIZVODE_IZ_CRNE_-0507,no,no,no,no,0,0,0,0
2110,"Crnogorska Slanina (Durmitorska panćeta)",crnogorska-slanina-durmitorska-panceta,publish,dry_recipe,https://drycured.com/recepti-baza/crnogorska-slanina-durmitorska-panceta/,"2026-06-04 07:53:31",no,,MD-CRNOGORSKA_SLANINA_DURMITORSKA_PANCETA,yes,no,no,no,3320,0,0,0
2111,"LANDJÄGER (TRADICIONALNE DIMLJENE KOBASICE)",landjager-tradicionalne-dimljene-kobasice,publish,dry_recipe,https://drycured.com/recepti-baza/landjager-tradicionalne-dimljene-kobasice/,"2026-06-04 07:53:31",no,,MD-LANDJAGER_TRADICIONALNE_DIMLJENE_KOBASICE,yes,no,no,no,4138,0,0,0
2112,"NOVIH ŠVICARSKIH RECEPATA ZA SUHOMESNATE PROIZVODE",novih-svicarskih-recepata-za-suhomesnate-proizvode,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2112,"2026-05-09 15:46:50",no,,CH-NOVIH_SVICARSKIH_RECEPATA_ZA_SUHOMESNATE_P-0524,no,no,no,no,0,0,0,0
2113,"VACHERIN FRIBOURGEOIS METTWURST (DIMLJENA KOBASICA S ALPSKIM SIROM)",vacherin-fribourgeois-mettwurst-dimljena-kobasica-s-alpskim-sirom,publish,dry_recipe,https://drycured.com/recepti-baza/vacherin-fribourgeois-mettwurst-dimljena-kobasica-s-alpskim-sirom/,"2026-06-04 07:53:31",no,,MD-VACHERIN_FRIBOURGEOIS_METTWURST_DIMLJENA_KOBASICA_S_ALPSKIM_SIROM,yes,no,no,no,4251,0,0,0
2114,"ST. GALLER OLMA-BRATWURST (TELEĆA KOBASICA ZA PEČENJE)",st-galler-olma-bratwurst-teleca-kobasica-za-pecenje,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2114,"2026-06-04 07:34:55",no,,MD-ST_GALLER_OLMA_BRATWURST_TELECA_KOBASICA_ZA_PECENJE,yes,no,no,no,4279,0,0,0
2115,"BRESAOLA DELLA VALTELLINA",bresaola-della-valtellina,publish,dry_recipe,https://drycured.com/recepti-baza/bresaola-della-valtellina/,"2026-06-04 07:53:31",no,,MD-BRESAOLA_DELLA_VALTELLINA,yes,no,no,no,3511,0,0,0
2116,"COPPA PIACENTINA",coppa-piacentina,publish,dry_recipe,https://drycured.com/recepti-baza/coppa-piacentina/,"2026-06-04 07:53:32",no,,MD-COPPA_PIACENTINA,yes,no,no,no,3777,0,0,0
2117,"Finocchiona Toscana IGP — edukativni profil",finocchiona-toscana-igp-edukativni-profil,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2117,"2026-05-30 08:21:22",no,,IT-TOS-FINOCCHIONA-IGP-001,no,no,no,no,0,0,0,0
2118,"Mortadella Bologna IGP — edukativni profil",mortadella-bologna-igp-edukativni-profil,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2118,"2026-05-30 08:21:22",no,,IT-ER-MORTADELLA-BOLOGNA-IGP-001,no,no,no,no,0,0,0,0
2119,"Prosciutto di San Daniele DOP — edukativni profil",prosciutto-di-san-daniele-dop-edukativni-profil,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2119,"2026-05-30 08:21:22",no,,IT-FVG-PROSCIUTTO-SAN-DANIELE-DOP-001,no,no,no,no,0,0,0,0
2120,"Lardo di Colonnata IGP — edukativni profil",lardo-di-colonnata-igp-edukativni-profil,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2120,"2026-05-30 08:21:22",no,,IT-TOS-LARDO-COLONNATA-IGP-001,no,no,no,no,0,0,0,0
2121,"Chorizo Riojano IGP — edukativni profil",chorizo-riojano-igp-edukativni-profil,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2121,"2026-05-30 08:21:23",no,,ES-RIO-CHORIZO-RIOJANO-IGP-001,no,no,no,no,0,0,0,0
2122,"Traditional Cumberland Sausage PGI — edukativni profil",traditional-cumberland-sausage-pgi-edukativni-profil,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2122,"2026-05-30 08:21:23",no,,UK-ENG-CUMBERLAND-SAUSAGE-PGI-001,no,no,no,no,0,0,0,0
2123,"Kabanosy staropolskie TSG — edukativni profil",kabanosy-staropolskie-tsg-edukativni-profil,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2123,"2026-05-30 08:21:23",no,,PL-KABANOSY-TSG-001,no,no,no,no,0,0,0,0
2124,"Kraški pršut PGI — edukativni profil",kraski-prsut-pgi-edukativni-profil,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2124,"2026-05-30 08:21:23",no,,SI-KRAS-PRUT-PGI-001,no,no,no,no,0,0,0,0
2186,"Slavonski kulen / Slavonski kulin — ZOZP",hr-slv-kul-zozp-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2186,"2026-05-30 08:21:23",no,,HR-SLV-KUL-ZOZP-001,no,no,no,no,0,0,0,0
2187,"Slavonska kobasica — ZOZP",hr-slv-kob-zozp-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2187,"2026-05-30 08:21:23",no,,HR-SLV-KOB-ZOZP-001,no,no,no,no,0,0,0,0
2188,"Slavonska cajna kobasica — tradicijska",hr-slv-caj-trad-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2188,"2026-05-30 08:21:23",no,,HR-SLV-CAJ-TRAD-001,no,no,no,no,0,0,0,0
2189,"Slavonska sušena slanina / Slavonski špek",hr-slv-sla-trad-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2189,"2026-05-30 08:21:23",no,,HR-SLV-SLA-TRAD-001,no,no,no,no,0,0,0,0
2224,"Domaći pršut",hr-cjp-prs-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2224,"2026-05-30 08:21:23",no,,HR-CJP-PRS-001,no,no,no,no,0,0,0,0
2225,"Suha šunka",hr-cjp-sun-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2225,"2026-05-30 08:21:23",no,,HR-CJP-SUN-001,no,no,no,no,0,0,0,0
2226,"Suha lopatica / plećka",hr-cjp-ple-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2226,"2026-05-30 08:21:23",no,,HR-CJP-PLE-001,no,no,no,no,0,0,0,0
2227,"Svinjska rolanka",hr-cjp-rol-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2227,"2026-05-30 08:21:23",no,,HR-CJP-ROL-001,no,no,no,no,0,0,0,0
2228,"Domaća slanina / panceta",hr-cjp-pan-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2228,"2026-05-30 08:21:23",no,,HR-CJP-PAN-001,no,no,no,no,0,0,0,0
2229,"Suha vratina",hr-cjp-vra-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2229,"2026-05-30 08:21:23",no,,HR-CJP-VRA-001,no,no,no,no,0,0,0,0
2230,"Suhi kare / pečenica",hr-cjp-kar-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2230,"2026-05-30 08:21:24",no,,HR-CJP-KAR-001,no,no,no,no,0,0,0,0
2231,"Suha rebra",hr-cjp-reb-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2231,"2026-05-30 08:21:24",no,,HR-CJP-REB-001,no,no,no,no,0,0,0,0
2232,"Suhe koljenice",hr-cjp-kol-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2232,"2026-05-30 08:21:24",no,,HR-CJP-KOL-001,no,no,no,no,0,0,0,0
2233,"Suhe nogice i rep",hr-cjp-nor-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2233,"2026-05-30 08:21:24",no,,HR-CJP-NOR-001,no,no,no,no,0,0,0,0
2235,"Domaće Svinjske Kobasice",hr-rec-001,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2235,"2026-05-30 08:21:24",no,,HR-REC-001,no,no,no,no,0,0,0,0
2236,"Domaće Slaninske Kobasice",hr-rec-002,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2236,"2026-05-30 08:21:24",no,,HR-REC-002,no,no,no,no,0,0,0,0
2237,"Slavonske Kobasice",hr-rec-003,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2237,"2026-05-30 08:21:24",no,,HR-REC-003,no,no,no,no,0,0,0,0
2238,"Velikogoričke Kobasice",hr-rec-004,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2238,"2026-05-30 08:21:24",no,,HR-REC-004,no,no,no,no,0,0,0,0
2239,"Kranjske Kobasice",hr-rec-005,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2239,"2026-05-30 08:21:24",no,,HR-REC-005,no,no,no,no,0,0,0,0
2240,"Ratarske Kobasice",hr-rec-006,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2240,"2026-05-30 08:21:24",no,,HR-REC-006,no,no,no,no,0,0,0,0
2241,"Turopoljske Kobasice",hr-rec-007,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2241,"2026-05-30 08:21:24",no,,HR-REC-007,no,no,no,no,0,0,0,0
2242,"Prokupljanske Kobasice",hr-rec-008,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2242,"2026-05-30 08:21:24",no,,HR-REC-008,no,no,no,no,0,0,0,0
2243,"Vinogradarske Kobasice",hr-rec-009,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2243,"2026-05-30 08:21:24",no,,HR-REC-009,no,no,no,no,0,0,0,0
2244,"Šestinske Kobasice",hr-rec-010,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2244,"2026-05-30 08:21:24",no,,HR-REC-010,no,no,no,no,0,0,0,0
2245,"Gračanske Kobasice",hr-rec-011,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2245,"2026-05-30 08:21:24",no,,HR-REC-011,no,no,no,no,0,0,0,0
2246,"Horgoške Kobasice",hr-rec-012,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2246,"2026-05-30 08:21:24",no,,HR-REC-012,no,no,no,no,0,0,0,0
2247,"Uskrsne Kobasice",hr-rec-013,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2247,"2026-05-30 08:21:24",no,,HR-REC-013,no,no,no,no,0,0,0,0
2248,"Kukuruzne Kobasice",hr-rec-014,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2248,"2026-05-30 08:21:25",no,,HR-REC-014,no,no,no,no,0,0,0,0
2249,"Primorske Kobasice",hr-rec-015,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2249,"2026-05-30 08:21:25",no,,HR-REC-015,no,no,no,no,0,0,0,0
2250,"Sinjske Kobasice",hr-rec-016,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2250,"2026-05-30 08:21:25",no,,HR-REC-016,no,no,no,no,0,0,0,0
2251,"Podravske Kobasice",hr-rec-017,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2251,"2026-05-30 08:21:25",no,,HR-REC-017,no,no,no,no,0,0,0,0
2252,"Proljetne Kobasice",hr-rec-018,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2252,"2026-05-30 08:21:25",no,,HR-REC-018,no,no,no,no,0,0,0,0
2253,"Ljetne Kobasice",hr-rec-019,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2253,"2026-05-30 08:21:25",no,,HR-REC-019,no,no,no,no,0,0,0,0
2254,"Đakovačke Kobasice",hr-rec-020,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2254,"2026-05-30 08:21:25",no,,HR-REC-020,no,no,no,no,0,0,0,0
2255,"Ličke Kobasice",hr-rec-021,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2255,"2026-05-30 08:21:25",no,,HR-REC-021,no,no,no,no,0,0,0,0
2256,"Istarske Kobasice",hr-rec-022,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2256,"2026-05-30 08:21:25",no,,HR-REC-022,no,no,no,no,0,0,0,0
2257,"Pokupske Kobasice",hr-rec-023,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2257,"2026-05-30 08:21:25",no,,HR-REC-023,no,no,no,no,0,0,0,0
2258,"Ljute Kobasice",hr-rec-024,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2258,"2026-05-30 08:21:25",no,,HR-REC-024,no,no,no,no,0,0,0,0
2259,"Salaške Kobasice",hr-rec-025,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2259,"2026-05-30 08:21:25",no,,HR-REC-025,no,no,no,no,0,0,0,0
2260,"Srijemske Kobasice",hr-rec-026,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2260,"2026-05-30 08:21:25",no,,HR-REC-026,no,no,no,no,0,0,0,0
2261,"Slatinske Kobasice",hr-rec-027,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2261,"2026-05-30 08:21:25",no,,HR-REC-027,no,no,no,no,0,0,0,0
2262,"Kolinjske Kobasice",hr-rec-028,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2262,"2026-05-30 08:21:25",no,,HR-REC-028,no,no,no,no,0,0,0,0
2263,"Velebitske Kobasice",hr-rec-029,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2263,"2026-05-30 08:21:25",no,,HR-REC-029,no,no,no,no,0,0,0,0
2264,"Pučke Kobasice",hr-rec-030,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2264,"2026-05-30 08:21:25",no,,HR-REC-030,no,no,no,no,0,0,0,0
2265,"Domaće Kratke Kobasice",hr-rec-031,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2265,"2026-05-30 08:21:25",no,,HR-REC-031,no,no,no,no,0,0,0,0
2266,"Zagorske Kobasice",hr-rec-032,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2266,"2026-05-30 08:21:26",no,,HR-REC-032,no,no,no,no,0,0,0,0
2267,"Roštilj Kobasice",hr-rec-033,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2267,"2026-05-30 08:21:26",no,,HR-REC-033,no,no,no,no,0,0,0,0
2268,"Seljačke Kobasice",hr-rec-034,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2268,"2026-05-30 08:21:26",no,,HR-REC-034,no,no,no,no,0,0,0,0
2269,"Starogradske Kobasice",hr-rec-035,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2269,"2026-05-30 08:21:26",no,,HR-REC-035,no,no,no,no,0,0,0,0
2270,"Začinske Kobasice",hr-rec-036,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2270,"2026-05-30 08:21:26",no,,HR-REC-036,no,no,no,no,0,0,0,0
